"key","name_en","url","descripcion_es","slug","hashtags_originales"
"9051","An Post","https://www.anpost.com/","An Post es el servicio postal nacional de la República de Irlanda. Se especializa en la entrega de correo y paquetería, tanto a nivel nacional como internacional. Ofrece una amplia gama de servicios logísticos, incluyendo envíos express, servicios de paquetería rastreados y soluciones de comercio electrónico. Su red de distribución abarca todo el territorio irlandés, garantizando la entrega de envíos a particulares y empresas.","an-post","#EnviosExpress | #Mensajeria | #UltimaMilla"
"9061","Israel Post","http://www.israelpost.co.il/","Se trata del servicio postal nacional de Israel, responsable de proporcionar una amplia gama de servicios de correo y logística tanto a nivel nacional como internacional. Su especialidad es la entrega de cartas, paquetes y envíos exprés, ofreciendo soluciones para particulares y empresas. Israel Post también ofrece servicios financieros y de banca postal. A través de su red, facilita la comunicación y el comercio en Israel y con el resto del mundo.","israel-post","#Envios | #Seguimiento | #Logistica"
"9071","Poste Italiane","http://www.poste.it/","Poste Italiane es el operador postal nacional de Italia, encargado de la prestación de servicios postales, bancarios, financieros y de seguros en todo el territorio italiano. La empresa gestiona una extensa red de oficinas postales y centros de distribución, ofreciendo soluciones de envío de cartas y paquetes, tanto a nivel nacional como internacional. Su objetivo es conectar personas y empresas, facilitando el comercio y la comunicación.","poste-italiane","#Correos | #Mensajeria | #EnviosNacionales"
"9081","Iraq Post (البريد العراقي)","https://post.iq/en/","Esta es la empresa postal nacional de Irak, encargada de la gestión y entrega de correo y paquetería dentro del país y a nivel internacional. Iraq Post ofrece servicios de envío estándar y express, así como opciones para el manejo de envíos certificados y registrados. Su principal objetivo es facilitar la comunicación y el comercio a través de una red postal confiable.","iraq-post-البريد-العراقي","#EnviosExpress | #Mensajeria | #UltimaMilla"
"10011","Jamaica Post","http://www.jamaicapost.gov.jm/","Jamaica Post es el operador postal nacional de Jamaica, encargado de proporcionar servicios de correo y logística en todo el país y a nivel internacional. Su actividad principal abarca la entrega de cartas, paquetes y envíos exprés, así como otros servicios postales y financieros. La empresa ofrece soluciones para particulares y empresas que buscan enviar y recibir mercancías de manera fiable y eficiente.","jamaica-post","#Envios | #Seguimiento | #Logistica"
"10021","Japan Post","https://www.japanpost.jp/","Esta es la principal empresa de correos de Japón, responsable de la entrega de correo y paquetería tanto a nivel nacional como internacional. Japan Post ofrece una amplia gama de servicios logísticos, que incluyen envíos express, paquetería estándar y servicios de mensajería. Su red extensa y su reputación por la fiabilidad la convierten en una opción popular para el envío de documentos y mercancías desde y hacia Japón.","japan-post","#EnviosExpress | #Mensajeria | #UltimaMilla"
"10031","Jordan Post","http://www.jordanpost.com.jo/","Jordan Post es el operador postal nacional de Jordania, encargado de proporcionar servicios de correo y paquetería tanto a nivel nacional como internacional. Su actividad principal se centra en la entrega eficiente y segura de correspondencia, documentos y paquetes. Ofrece una variedad de opciones de envío, incluyendo servicios exprés y estándar, adaptándose a las necesidades de sus clientes. También proporciona soluciones logísticas integrales para empresas.","jordan-post","#Envios | #Seguimiento | #Logistica"
"11011","Kaz Post","https://post.kz/","Es el operador postal nacional de Kazajistán, encargado de proporcionar servicios de correo y logística en todo el país y a nivel internacional. Su actividad principal es la gestión de envíos de paquetería, cartas y servicios financieros, facilitando la comunicación y el comercio tanto para particulares como para empresas. Ofrece soluciones de rastreo para que los clientes puedan monitorear el estado de sus envíos en tiempo real.","kaz-post","#Seguimiento | #Rastreo | #Tracking"
"11021","Kenya Post","http://www.posta.co.ke/","Esta empresa es el operador postal designado de Kenia, encargada de proporcionar servicios postales y logísticos tanto a nivel nacional como internacional. Su actividad principal incluye la entrega de correo, paquetería, servicios de mensajería urgente y soluciones de comercio electrónico. Kenya Post busca conectar a Kenia con el mundo, facilitando el movimiento de bienes y la comunicación entre individuos y empresas.","kenya-post","#Envios | #Seguimiento | #Logistica"
"11031","Royal Mail","https://www.royalmail.com/","Royal Mail es una compañía postal y de paquetería del Reino Unido, conocida por su extensa red de distribución tanto a nivel nacional como internacional. Su especialidad es la entrega de correo y paquetes, ofreciendo una amplia gama de servicios que incluyen envíos estándar, urgentes y con seguimiento. La empresa se dedica a conectar personas y empresas a través de soluciones de logística fiables y eficientes.","royal-mail","#Seguimiento | #Rastreo | #Tracking"
"11033","Parcelforce","https://www.parcelforce.com/","Parcelforce Worldwide es una empresa de mensajería y paquetería del Reino Unido, filial de Royal Mail. Su actividad principal se centra en la entrega de paquetes y documentos tanto a nivel nacional como internacional. Ofrece una amplia gama de servicios, desde envíos urgentes hasta opciones más económicas, adaptándose a las necesidades de cada cliente. Parcelforce se caracteriza por su red de distribución extensa y su experiencia en el sector logístico.","parcelforce","#Envios | #Seguimiento | #Logistica"
"11041","Kiribati Post","http://kiribatipost.net.ki/","Se trata del servicio postal oficial de la República de Kiribati, un archipiélago en el Pacífico Central. Kiribati Post se encarga de la recepción, procesamiento y entrega de correo y paquetería dentro del territorio nacional, así como de la conexión postal con el resto del mundo. Ofrece servicios de envío estándar y exprés, adaptándose a las necesidades de sus clientes para el transporte de documentos y mercancías.","kiribati-post","#Envios | #Seguimiento | #Logistica"
"11051","ePOST (인터넷우체국)","http://www.epost.go.kr/","ePOST (인터넷우체국) es el servicio postal oficial de Corea del Sur, operado por Korea Post. Se especializa en la entrega de correo y paquetería, tanto a nivel nacional como internacional. Ofrece una amplia gama de servicios postales, incluyendo envíos express, registrados y asegurados, adaptándose a las necesidades de particulares y empresas. Su red logística extensa garantiza la cobertura en todo el territorio surcoreano.","epost-인터넷우체국","#EnviosExpress | #Mensajeria | #UltimaMilla"
"11054","ePOST (인터넷우체국)(Domestic)","https://service.epost.go.kr/iservice/usr/trace/usrtrc001k01.jsp","ePOST (인터넷우체국)(Domestic) es el servicio postal nacional de Corea del Sur, ofreciendo una amplia gama de servicios de correo y logística dentro del país. Se especializa en la entrega eficiente y confiable de paquetes y documentos a través de su extensa red de oficinas postales y centros de distribución. Su compromiso es conectar a las personas y las empresas en todo el territorio coreano.","epost-인터넷우체국domestic","#Envios | #Seguimiento | #Logistica"
"11071","Posta e Kosovës","http://postakosoves.com/","Se trata del operador postal nacional de la República de Kosovo. La empresa se encarga de ofrecer servicios postales integrales dentro del país y a nivel internacional. Su actividad principal incluye la admisión, procesamiento, transporte y entrega de correo, paquetería y otros envíos. También ofrece servicios financieros postales en algunas ubicaciones.","posta-e-kosovës","#Envios | #Seguimiento | #Logistica"
"11081","Kuwait Post","https://moc.gov.kw/","Se trata del servicio postal nacional de Kuwait, responsable de la entrega de correo y paquetería tanto a nivel nacional como internacional. Su especialidad es ofrecer soluciones de envío accesibles y confiables, conectando a Kuwait con el resto del mundo a través de una red postal global. Kuwait Post se encarga de la gestión integral de envíos, desde la recogida hasta la entrega final, asegurando un servicio eficiente para sus clientes.","kuwait-post","#Envios | #Seguimiento | #Logistica"
"11091","Kyrgyz Post","http://kyrgyzpost.kg/","Es el operador postal nacional de la República Kirguisa, encargado de proporcionar servicios de correo y paquetería tanto a nivel nacional como internacional. Su especialidad es la gestión y distribución de cartas, paquetes, envíos expresos y otros servicios postales, facilitando la comunicación y el comercio entre Kirguistán y el resto del mundo. La empresa se dedica a conectar personas y negocios a través de una red logística establecida.","kyrgyz-post","#Envios | #Seguimiento | #Logistica"
